Method,PESQ,STOI,ESTOI,SI-SDR,LSD,HF-LSD
degraded,nan,0.7845428777430813,0.6806626160207088,38.78649699477512,25.140906590942972,27.880801423128947
base,nan,0.7332386193001507,0.6481203230086655,17.070822434206406,13.322334894144973,14.132409243276879
v1_s0p9,nan,0.7314759050934981,0.641489402116234,17.137178952299823,11.374806360119223,11.533993415409588
