sample_id,shard_file,offset,severity,noise_target,snr_target,bandwidth_target,bit_target,method,pesq,stoi,estoi,si_sdr,lsd,hf_lsd,delta_stoi_vs_base,delta_estoi_vs_base,delta_si_sdr_vs_base,delta_lsd_vs_base,delta_hf_lsd_vs_base
adaptive_shard_00003.pt:226,adaptive_shard_00003.pt,226,medium,1.0,18.24713134765625,2,1,v1_s0p75,nan,0.869078127941739,0.7278196633534925,25.618008845306047,13.709355354309082,13.134798049926758,0.0005127782952879523,0.00046433947265767106,-0.03848909877912732,0.15966415405273438,-0.08886241912841797
adaptive_shard_00003.pt:227,adaptive_shard_00003.pt,227,heavy,1.0,6.861265182495117,2,3,degraded,nan,0.841974269828215,0.4302249192111687,6.84755516913226,44.315608978271484,50.53408432006836,0.003844025771119086,-0.16844398889525436,-11.337484092428536,30.074185371398926,36.92206859588623
adaptive_shard_00003.pt:227,adaptive_shard_00003.pt,227,heavy,1.0,6.861265182495117,2,3,base,nan,0.8381302440570959,0.598668908106423,18.185039261560796,14.241423606872559,13.612015724182129,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:227,adaptive_shard_00003.pt,227,heavy,1.0,6.861265182495117,2,3,v1_s0p75,nan,0.839094279182426,0.5989240385259464,18.159582744799042,14.122669219970703,13.199122428894043,0.0009640351253300539,0.0002551304195234083,-0.025456516761753534,-0.11875438690185547,-0.41289329528808594
adaptive_shard_00003.pt:228,adaptive_shard_00003.pt,228,clean,0.0,0.0,0,0,degraded,nan,0.9999999999999309,0.9999999999994708,105.05829420953687,10.017545700073242,10.017650604248047,0.08815241811103369,0.19221059489812253,85.91995521983904,-2.671292304992676,-3.916746139526367
adaptive_shard_00003.pt:228,adaptive_shard_00003.pt,228,clean,0.0,0.0,0,0,base,nan,0.9118475818888973,0.8077894051013482,19.13833898969782,12.688838005065918,13.934396743774414,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:228,adaptive_shard_00003.pt,228,clean,0.0,0.0,0,0,v1_s0p75,nan,0.9098431711175711,0.7919684676204554,19.19878009937529,7.709179401397705,6.520426273345947,-0.0020044107713261816,-0.01582093748089286,0.06044110967746974,-4.979658603668213,-7.413970470428467
adaptive_shard_00003.pt:229,adaptive_shard_00003.pt,229,light,0.0,0.0,1,2,degraded,nan,0.9032915741719707,0.7183380424482031,30.548440508429948,20.929275512695312,22.469764709472656,0.027325412254920023,0.04526236345665002,11.928389828666923,8.400347709655762,9.065013885498047
adaptive_shard_00003.pt:229,adaptive_shard_00003.pt,229,light,0.0,0.0,1,2,base,nan,0.8759661619170507,0.6730756789915531,18.620050679763025,12.52892780303955,13.40475082397461,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:229,adaptive_shard_00003.pt,229,light,0.0,0.0,1,2,v1_s0p75,nan,0.8725549748925798,0.6540577254567697,18.70746849484387,9.305696487426758,8.403677940368652,-0.003411187024470852,-0.019017953534783416,0.08741781508084401,-3.223231315612793,-5.001072883605957
adaptive_shard_00003.pt:230,adaptive_shard_00003.pt,230,medium,1.0,23.71824836730957,2,2,degraded,nan,0.7833261402311025,0.577015643119874,20.151181844058996,33.66055679321289,38.38290023803711,-0.043614020849944035,-0.001717282055940128,1.3041843330882301,22.125948905944824,26.823328971862793
adaptive_shard_00003.pt:230,adaptive_shard_00003.pt,230,medium,1.0,23.71824836730957,2,2,base,nan,0.8269401610810465,0.5787329251758141,18.846997510970766,11.534607887268066,11.559571266174316,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:230,adaptive_shard_00003.pt,230,medium,1.0,23.71824836730957,2,2,v1_s0p75,nan,0.8277957608205397,0.5777478971988192,19.207051254611457,10.806940078735352,10.64711856842041,0.0008555997394932291,-0.0009850279769948456,0.360053743640691,-0.7276678085327148,-0.9124526977539062
adaptive_shard_00003.pt:231,adaptive_shard_00003.pt,231,heavy,1.0,9.048072814941406,2,3,degraded,nan,0.6345077557063984,0.42761550564588324,8.667773265976606,46.581520080566406,52.28382873535156,-0.038942947675025374,-0.06535860994969944,-7.985906547901319,33.36814594268799,38.81383228302002
adaptive_shard_00003.pt:231,adaptive_shard_00003.pt,231,heavy,1.0,9.048072814941406,2,3,base,nan,0.6734507033814238,0.4929741155955827,16.653679813877925,13.213374137878418,13.469996452331543,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:231,adaptive_shard_00003.pt,231,heavy,1.0,9.048072814941406,2,3,v1_s0p75,nan,0.6734218073447321,0.4906368985136579,16.703661685278274,12.008602142333984,12.27613353729248,-2.8896036691650195e-05,-0.002337217081924803,0.049981871400348155,-1.2047719955444336,-1.1938629150390625
adaptive_shard_00003.pt:232,adaptive_shard_00003.pt,232,clean,0.0,0.0,0,0,degraded,nan,0.999999999999699,0.9999999999988213,106.94078697333549,8.097892761230469,8.097880363464355,0.08773824922053475,0.08345375411707678,81.45860831123429,-1.1478424072265625,-1.4921627044677734
adaptive_shard_00003.pt:232,adaptive_shard_00003.pt,232,clean,0.0,0.0,0,0,base,nan,0.9122617507791643,0.9165462458817445,25.482178662101212,9.245735168457031,9.590043067932129,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:232,adaptive_shard_00003.pt,232,clean,0.0,0.0,0,0,v1_s0p75,nan,0.9113050395438819,0.9117650446637614,25.457768910508424,6.490523815155029,5.597887992858887,-0.0009567112352824036,-0.004781201217983089,-0.024409751592788353,-2.755211353302002,-3.992155075073242
adaptive_shard_00003.pt:233,adaptive_shard_00003.pt,233,light,0.0,0.0,1,2,degraded,nan,0.8361263532713031,0.787996381309348,23.995507294812946,17.001821517944336,18.961023330688477,0.11819416070010835,0.03779130611594639,2.6775928265694837,4.36472225189209,5.591165542602539
adaptive_shard_00003.pt:233,adaptive_shard_00003.pt,233,light,0.0,0.0,1,2,base,nan,0.7179321925711948,0.7502050751934016,21.317914468243462,12.637099266052246,13.369857788085938,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:233,adaptive_shard_00003.pt,233,light,0.0,0.0,1,2,v1_s0p75,nan,0.7195889900266043,0.7432610329679561,21.525736729399956,10.254188537597656,10.217737197875977,0.0016567974554094755,-0.006944042225445535,0.20782226115649394,-2.38291072845459,-3.152120590209961
adaptive_shard_00003.pt:234,adaptive_shard_00003.pt,234,medium,1.0,18.26919174194336,2,1,degraded,nan,0.6969952008455531,0.5791830077999068,13.22782194707653,34.30581283569336,39.28742599487305,0.04562048716364242,-0.025614347013042216,-1.0282341075375356,20.72687816619873,24.647849082946777
adaptive_shard_00003.pt:234,adaptive_shard_00003.pt,234,medium,1.0,18.26919174194336,2,1,base,nan,0.6513747136819107,0.604797354812949,14.256056054614065,13.578934669494629,14.63957691192627,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:234,adaptive_shard_00003.pt,234,medium,1.0,18.26919174194336,2,1,v1_s0p75,nan,0.6532703812530769,0.6009018059874665,14.345196109119447,13.59278392791748,14.644253730773926,0.0018956675711662152,-0.0038955488254825976,0.08914005450538198,0.013849258422851562,0.00467681884765625
adaptive_shard_00003.pt:235,adaptive_shard_00003.pt,235,heavy,1.0,6.333647727966309,2,3,degraded,nan,0.6381574339723503,0.4268155563969372,5.604254022338512,44.71505355834961,50.36125564575195,-0.023633729100399625,-0.1266903961877997,-6.843234795391007,29.966632843017578,34.38061046600342
adaptive_shard_00003.pt:235,adaptive_shard_00003.pt,235,heavy,1.0,6.333647727966309,2,3,base,nan,0.6617911630727499,0.5535059525847369,12.44748881772952,14.748420715332031,15.980645179748535,0.0,0.0,0.0,0.0,0.0
adaptive_shard_00003.pt:235,adaptive_shard_00003.pt,235,heavy,1.0,6.333647727966309,2,3,v1_s0p75,nan,0.6623513572941301,0.5546585655645925,12.470914275038574,14.11805248260498,15.245006561279297,0.0005601942213802058,0.0011526129798555829,0.02342545730905421,-0.6303682327270508,-0.7356386184692383
adaptive_shard_00003.pt:236,adaptive_shard_00003.pt,236,clean,0.0,0.0,0,0,degraded,nan,0.9999999999997643,0.999999999999322,105.00998753414733,7.216984748840332,7.216977119445801,0.06731278288610787,0.13323729185596322,88.68041626281632,-1.9039697647094727,-2.134370803833008
adaptive_shard_00003.pt:236,adaptive_shard_00003.pt,236,clean,0.0,0.0,0,0,base,nan,0.9326872171136564,0.8667627081433588,16.329571271331005,9.120954513549805,9.351347923278809,0.0,0.0,0.0,0.0,0.0
