epoch,train_loss,valid_loss,train_mag,valid_mag,train_hf,valid_hf,train_res,valid_res
1,1.129458811879158,1.0583694279193878,1.0502868175506592,1.0041967332363129,0.07806095108389854,0.05202653631567955,0.01111043212004006,0.021461167372763157
