Method,PESQ,STOI,ESTOI,SI-SDR,LSD,HF-LSD
degraded,nan,0.7845428777430813,0.6806626160207088,38.78649699477512,25.140906590942972,27.6390422930652
base,nan,0.7332386193001507,0.6481203230086656,17.070822434206406,13.322334894144973,14.070128441586125
v1_s0p75,nan,0.7321684107235613,0.6438100403357075,17.186814548715674,11.417607516712012,11.511072876324306
