epoch,train_loss,valid_loss,train_mag,valid_mag,train_hf,valid_hf,train_res,valid_res
1,1.2628464996814728,1.6041699250539143,1.21855604979727,1.571265161037445,0.0436251200735569,0.03270365297794342,0.0066533212698737364,0.0020104843812684217
