sample_id,severity,method,base_si_sdr,base_lsd,base_hf_lsd,stoi,estoi,si_sdr,lsd,hf_lsd,delta_si_sdr_vs_base,delta_lsd_vs_base,delta_hf_lsd_vs_base
adaptive_shard_00000.pt:0,clean,zero,27.602043006025628,9.25740909576416,9.6227445602417,0.9551927432757712,0.924606491211513,27.530631387863668,5.331644058227539,4.990954875946045,-0.07141161816196018,-3.925765037536621,-4.631789684295654
adaptive_shard_00000.pt:0,clean,shuffled,27.602043006025628,9.25740909576416,9.6227445602417,0.9551849020990557,0.9245955298336342,27.548262152781298,5.334357738494873,4.995551586151123,-0.05378085324433002,-3.923051357269287,-4.627192974090576
adaptive_shard_00000.pt:0,clean,predicted,27.602043006025628,9.25740909576416,9.6227445602417,0.9551855844239074,0.9245951826158962,27.544794687852594,5.333636283874512,4.994583606719971,-0.05724831817303411,-3.9237728118896484,-4.6281609535217285
adaptive_shard_00000.pt:0,clean,oracle,27.602043006025628,9.25740909576416,9.6227445602417,0.955173558335202,0.9245709245010458,27.54643009078194,5.335080146789551,4.998239517211914,-0.05561291524368883,-3.9223289489746094,-4.624505043029785
adaptive_shard_00000.pt:1,light,zero,21.10331335757964,13.981661796569824,16.92120933532715,0.8622489595030639,0.8551050790001015,21.22889213519553,12.083889961242676,14.46236801147461,0.12557877761588898,-1.8977718353271484,-2.458841323852539
adaptive_shard_00000.pt:1,light,shuffled,21.10331335757964,13.981661796569824,16.92120933532715,0.8622201145397042,0.8550462058953696,21.23209104282061,12.082537651062012,14.464357376098633,0.12877768524096922,-1.8991241455078125,-2.4568519592285156
adaptive_shard_00000.pt:1,light,predicted,21.10331335757964,13.981661796569824,16.92120933532715,0.8622331110398862,0.8550726885997293,21.231437223236895,12.083118438720703,14.463480949401855,0.12812386565725475,-1.898543357849121,-2.457728385925293
adaptive_shard_00000.pt:1,light,oracle,21.10331335757964,13.981661796569824,16.92120933532715,0.8622332053897743,0.8550752257136067,21.23220376433267,12.082602500915527,14.462190628051758,0.12889040675302965,-1.8990592956542969,-2.4590187072753906
adaptive_shard_00000.pt:2,medium,zero,17.322489169842513,14.166529655456543,15.905009269714355,0.7888353338940503,0.7188809224542226,17.407676572366235,14.4055757522583,16.47330093383789,0.08518740252372226,0.2390460968017578,0.5682916641235352
adaptive_shard_00000.pt:2,medium,shuffled,17.322489169842513,14.166529655456543,15.905009269714355,0.7889059090727641,0.719188865182745,17.406467631907393,14.370023727416992,16.41699981689453,0.08397846206488069,0.20349407196044922,0.5119905471801758
adaptive_shard_00000.pt:2,medium,predicted,17.322489169842513,14.166529655456543,15.905009269714355,0.7888473559663531,0.7189065463249034,17.408024145751032,14.403656959533691,16.469982147216797,0.08553497590851933,0.23712730407714844,0.5649728775024414
adaptive_shard_00000.pt:2,medium,oracle,17.322489169842513,14.166529655456543,15.905009269714355,0.7888468007141869,0.7188890621803957,17.40808093727368,14.406190872192383,16.473756790161133,0.08559176743116836,0.23966121673583984,0.5687475204467773
adaptive_shard_00000.pt:3,heavy,zero,14.987506080591599,15.342086791992188,16.65317726135254,0.7667801509575165,0.6213474733587355,15.045673590526725,15.090988159179688,16.66105842590332,0.058167509935126205,-0.2510986328125,0.00788116455078125
adaptive_shard_00000.pt:3,heavy,shuffled,14.987506080591599,15.342086791992188,16.65317726135254,0.7667737379306281,0.6213278386975356,15.045004548786178,15.091225624084473,16.661026000976562,0.05749846819457893,-0.25086116790771484,0.007848739624023438
adaptive_shard_00000.pt:3,heavy,predicted,14.987506080591599,15.342086791992188,16.65317726135254,0.7667820265956371,0.6213303552643806,15.042257575629671,15.090923309326172,16.652475357055664,0.054751495038072306,-0.2511634826660156,-0.000701904296875
adaptive_shard_00000.pt:3,heavy,oracle,14.987506080591599,15.342086791992188,16.65317726135254,0.7667819803110957,0.6213304096314618,15.042287294452386,15.090937614440918,16.6525936126709,0.05478121386078705,-0.25114917755126953,-0.000583648681640625
adaptive_shard_00000.pt:4,clean,zero,27.757568308365403,10.225346565246582,10.672922134399414,0.9460835366984605,0.9172787429914331,27.286741020425062,6.0946221351623535,4.8743696212768555,-0.4708272879403417,-4.1307244300842285,-5.798552513122559
adaptive_shard_00000.pt:4,clean,shuffled,27.757568308365403,10.225346565246582,10.672922134399414,0.9460783672041757,0.9172243832776732,27.296153199086962,6.092545986175537,4.87655782699585,-0.4614151092784411,-4.132800579071045,-5.7963643074035645
adaptive_shard_00000.pt:4,clean,predicted,27.757568308365403,10.225346565246582,10.672922134399414,0.9460825225655478,0.9172595177477934,27.297037876813548,6.093467712402344,4.87529993057251,-0.4605304315518559,-4.131878852844238,-5.797622203826904
adaptive_shard_00000.pt:4,clean,oracle,27.757568308365403,10.225346565246582,10.672922134399414,0.9460783672041757,0.9172243832776723,27.296153199086962,6.092545986175537,4.87655782699585,-0.4614151092784411,-4.132800579071045,-5.7963643074035645
adaptive_shard_00000.pt:5,light,zero,24.89023039259019,13.909435272216797,15.211015701293945,0.8606937212979037,0.8324038743936261,24.868983173165155,11.073946952819824,10.971634864807129,-0.02124721942503527,-2.8354883193969727,-4.239380836486816
adaptive_shard_00000.pt:5,light,shuffled,24.89023039259019,13.909435272216797,15.211015701293945,0.8609905543610412,0.8331144017365044,24.91499540003292,11.104911804199219,10.937617301940918,0.024765007442731246,-2.804523468017578,-4.273398399353027
