epoch,train_loss,valid_loss,train_mag,valid_mag,train_hf,valid_hf,train_res,valid_res
1,1.1492221355438232,1.197882503271103,1.0921636402606965,1.156787931919098,0.05652270186692476,0.040184078738093376,0.005357945221476257,0.009105123579502106
