sample_id,severity,method,si_sdr,lsd,hf_lsd,stoi,estoi
adaptive_shard_00000.pt:39,heavy,v1_uncond,15.497664931132803,17.400175094604492,19.027559280395508,0.8998995583080404,0.7378379175028982
adaptive_shard_00000.pt:39,heavy,v1_cond,15.501003671125051,17.341976165771484,18.968965530395508,0.8998171019906263,0.737949932086335
adaptive_shard_00000.pt:40,clean,base,25.854181858658546,12.487080574035645,12.849419593811035,0.8540272215030643,0.8524705395616924
adaptive_shard_00000.pt:40,clean,v1_uncond,25.661147133304336,6.812882900238037,6.056420803070068,0.852012067057498,0.8338551335004036
adaptive_shard_00000.pt:40,clean,v1_cond,25.66614802894322,6.813597679138184,6.063821315765381,0.8520181338128566,0.8337233217216844
adaptive_shard_00000.pt:41,light,base,23.183607338464917,14.778179168701172,15.792244911193848,0.6672237983234389,0.5606096909527749
adaptive_shard_00000.pt:41,light,v1_uncond,23.29545556345026,9.884406089782715,9.671246528625488,0.6682084547688335,0.5561422410816859
adaptive_shard_00000.pt:41,light,v1_cond,23.29984527944371,9.883255004882812,9.676737785339355,0.6682086510143735,0.5560826365263705
adaptive_shard_00000.pt:42,medium,base,14.263605271369244,11.903316497802734,12.634258270263672,0.5408474186821408,0.4540057777630806
adaptive_shard_00000.pt:42,medium,v1_uncond,14.275203755461751,11.893937110900879,12.588360786437988,0.5465635769441008,0.46085799605402644
adaptive_shard_00000.pt:42,medium,v1_cond,14.27589106228252,11.889293670654297,12.582805633544922,0.5465299434239121,0.4608133557211094
adaptive_shard_00000.pt:43,heavy,base,13.311169942081522,13.16478443145752,13.858634948730469,0.435641892873553,0.33960438985276464
adaptive_shard_00000.pt:43,heavy,v1_uncond,13.321663292754685,12.559372901916504,13.217690467834473,0.4346650201901912,0.344139420141305
adaptive_shard_00000.pt:43,heavy,v1_cond,13.323072468951757,12.577176094055176,13.24155330657959,0.43470457284479913,0.34371272870551867
adaptive_shard_00000.pt:44,clean,base,23.38176558715609,11.575600624084473,11.663564682006836,0.8435245046801636,0.8357192329150142
adaptive_shard_00000.pt:44,clean,v1_uncond,23.305161661079676,8.17065143585205,7.645768165588379,0.8391597401116566,0.8138287080133544
adaptive_shard_00000.pt:44,clean,v1_cond,23.308483502505396,8.17238998413086,7.650412559509277,0.8391337657266529,0.8137205458242627
adaptive_shard_00000.pt:45,light,base,16.733259529183997,14.136152267456055,14.847942352294922,0.6912949784052066,0.5879156392564334
adaptive_shard_00000.pt:45,light,v1_uncond,16.84429653767803,11.94775104522705,12.310173034667969,0.6864880753447183,0.5688327507072802
adaptive_shard_00000.pt:45,light,v1_cond,16.845268831062484,11.9468994140625,12.312786102294922,0.686445123594427,0.568757987049763
adaptive_shard_00000.pt:46,medium,base,15.652200295301293,15.128652572631836,16.466705322265625,0.611645608928825,0.4690670200471962
adaptive_shard_00000.pt:46,medium,v1_uncond,15.71733170128442,14.972370147705078,16.27692413330078,0.6086801753628066,0.4641191221814109
adaptive_shard_00000.pt:46,medium,v1_cond,15.717664527125088,14.972540855407715,16.27627944946289,0.608719823515876,0.4641282029905937
adaptive_shard_00000.pt:47,heavy,base,14.269455144956659,14.620511054992676,15.574187278747559,0.5806367641906706,0.4039702826453115
adaptive_shard_00000.pt:47,heavy,v1_uncond,14.315774006766926,14.35324764251709,15.352761268615723,0.5795897172249924,0.4031904109641317
adaptive_shard_00000.pt:47,heavy,v1_cond,14.316808822102473,14.353676795959473,15.353142738342285,0.579659288380524,0.4032923152780567
adaptive_shard_00000.pt:48,clean,base,18.848633724776978,11.004125595092773,11.477302551269531,0.8506633157574066,0.8416526753444986
adaptive_shard_00000.pt:48,clean,v1_uncond,19.0748618186895,8.353158950805664,7.730997562408447,0.8482725739437617,0.8354082776277846
adaptive_shard_00000.pt:48,clean,v1_cond,19.075857363959635,8.34990406036377,7.728968143463135,0.8482351143759471,0.8352962226401944
adaptive_shard_00000.pt:49,light,base,18.61227943445471,12.220516204833984,14.028646469116211,0.8410058799513559,0.798795862463027
adaptive_shard_00000.pt:49,light,v1_uncond,18.823548362066408,10.289172172546387,11.253000259399414,0.8380751204519141,0.788390496030826
adaptive_shard_00000.pt:49,light,v1_cond,18.824547944895073,10.286824226379395,11.250828742980957,0.8380553308805786,0.7883227347747205
adaptive_shard_00000.pt:50,medium,base,18.486195381721725,14.00589656829834,14.55781078338623,0.6041196025572978,0.5493925480852047
adaptive_shard_00000.pt:50,medium,v1_uncond,18.79162310746952,13.460155487060547,13.804845809936523,0.5987671669843168,0.541599620877153
adaptive_shard_00000.pt:50,medium,v1_cond,18.792984399602616,13.45910358428955,13.80279541015625,0.5987799726716665,0.5416126935153175
adaptive_shard_00000.pt:51,heavy,base,14.962728687810268,13.955985069274902,13.876787185668945,0.5112029890843885,0.39883843064670926
adaptive_shard_00000.pt:51,heavy,v1_uncond,15.034021096531852,13.52800178527832,13.483098030090332,0.5122808544798698,0.4006469861746519
adaptive_shard_00000.pt:51,heavy,v1_cond,15.032566150281445,13.540337562561035,13.497133255004883,0.5122830177517426,0.40062959929229686
adaptive_shard_00000.pt:52,clean,base,22.659368946827193,13.769529342651367,13.993318557739258,0.9239306629723508,0.8471827080120458
adaptive_shard_00000.pt:52,clean,v1_uncond,22.99586741095581,9.360403060913086,7.88495397567749,0.9246584076400192,0.8465876907921549
adaptive_shard_00000.pt:52,clean,v1_cond,23.008218020066728,9.350072860717773,7.874948024749756,0.9246396319939411,0.8465606297672613
adaptive_shard_00000.pt:53,light,base,22.3215111697205,17.49944305419922,20.381620407104492,0.9490853672664875,0.8599402424820126
