Method,STOI,ESTOI,SI_SDR,LSD,HF_LSD
base,0.7332386193001507,0.6481203230086656,17.070822434206406,13.322334894144973,14.070128441586125
v1_uncond,0.7321732449986152,0.6438115572893088,17.185116517768858,11.41639573813349,11.508761151619069
v1_cond,0.7321618164684489,0.6437919119584572,17.187485514706744,11.416032533544083,11.510556410327993
